# genome_length_bp=4641652
old_locus_tag,locus_tag,start,end,strand,biotype
EG11044,ubiX,2428057,2428626,-,protein_coding
EG10794,purF,2428721,2430238,-,protein_coding
EG10169,cvpA,2430275,2430763,-,protein_coding
EG10218,dedD,2431022,2431684,-,protein_coding
EG10327,folC,2431674,2432942,-,protein_coding
EG10217,accD,2433012,2433926,-,protein_coding
EG10216,dedA,2434082,2434741,-,protein_coding
EG10454,truA,2434824,2435636,-,protein_coding
EG11059,usg,2435636,2436649,-,protein_coding
G0-9461,pdxB,2436715,2437851,-,protein_coding
EG10229,flk,2437950,2438945,+,protein_coding
G7198,yfcJ,2438942,2440120,-,protein_coding
EG10274,fabB,2440385,2441605,-,protein_coding
G7199,mnmC,2441764,2443770,+,protein_coding
G7200,yfcL,2443891,2444169,-,protein_coding
G7201,epmC,2444203,2444751,-,protein_coding
EG11144,yfcA,2444751,2445560,-,protein_coding
EG10580,mepA,2445560,2446384,-,protein_coding
EG10075,aroC,2446388,2447473,-,protein_coding
EG12449,prmB,2447508,2448440,-,protein_coding
G7202,smrB,2448606,2449157,+,protein_coding
G7203,yfcO,2449228,2450049,-,protein_coding
G7204,yfcP,2450051,2450590,-,protein_coding
G7205,yfcQ,2450587,2451075,-,protein_coding
G7206,yfcR,2451072,2451584,-,protein_coding
G7207,yfcS,2451584,2452336,-,protein_coding
G7209,yfcU,2452356,2455001,-,protein_coding
G7210,yfcV,2455083,2455646,-,protein_coding
G7211,sixA,2456327,2456812,-,protein_coding
G7212,fadJ,2457015,2459159,-,protein_coding
G7213,fadI,2459159,2460469,-,protein_coding
G7214,yfcZ,2460650,2460934,-,protein_coding
EG10280,fadL,2461306,2462646,+,protein_coding
G7215,yfdF,2463012,2464070,+,protein_coding
G7216,mlaA,2464252,2465007,-,protein_coding
G7217,yfdC,2465301,2466233,+,protein_coding
EG30016,argW,2466309,2466383,+,protein_coding
G7218,intS,2466545,2467702,+,protein_coding
G7219,yfdG,2467855,2468217,+,protein_coding
G7220,yfdH,2468214,2469134,+,protein_coding
G7221,yfdI,2469131,2470462,+,protein_coding
G0-16635,ryeG,2470472,2470665,-,protein_coding
G0-17026,yodE,2470497,2470643,-,protein_coding
G7222,tfaS,2470803,2471105,+,protein_coding
G7223,yfdK,2471077,2471517,-,protein_coding
G7224,yfdL,2471544,2472062,-,protein_coding
G7225,yfdM,2472112,2472387,-,protein_coding
G7226,yfdN,2472387,2472881,-,protein_coding
G7227,yfdO,2472878,2473246,-,protein_coding
G7228,yfdP,2473604,2473966,+,protein_coding
G7229,yfdQ,2474032,2474856,+,protein_coding
G7230,yfdR,2474984,2475520,+,protein_coding
G7231,yfdS,2475511,2475873,+,protein_coding
G7232,yfdT,2475873,2476178,+,protein_coding
G0-10461,ypdJ,2476094,2476234,+,protein_coding
G0-9621,torI,2476310,2476510,+,protein_coding
G0-16654,pawZ,2476584,2476598,+,protein_coding
EG13161,dsdC,2476694,2477629,-,protein_coding
EG10250,dsdX,2477847,2479184,+,protein_coding
EG10249,dsdA,2479202,2480530,+,protein_coding
EG13283,emrY,2480638,2482176,-,protein_coding
G7233,emrK,2482176,2483339,-,protein_coding
G0-17027,evgL,2483729,2483758,+,protein_coding
EG11609,evgA,2483755,2484369,+,protein_coding
EG11610,evgS,2484374,2487967,+,protein_coding
G7234,yfdE,2488023,2489168,-,protein_coding
G7235,yfdV,2489242,2490186,-,protein_coding
G7236,oxc,2490256,2491950,-,protein_coding
G7237,frc,2492004,2493254,-,protein_coding
G7238,yfdX,2493767,2494402,-,protein_coding
G7239,ypdI,2494698,2494973,+,protein_coding
G7240,yfdY,2495050,2495292,-,protein_coding
G7241,lpxP,2495645,2496565,+,protein_coding
G0-8906,tpke70,2496194,2496629,-,protein_coding
G0-10647,ypdK,2496921,2496992,+,protein_coding
G7242,alaC,2497057,2498295,-,protein_coding
G7243,pyrS,2498671,2500368,+,protein_coding
G7244,pyrR,2500383,2501117,+,protein_coding
G7245,ypdC,2501130,2501987,+,protein_coding
G7246,fryA,2501990,2504485,-,protein_coding
G7247,ypdE,2504510,2505547,-,protein_coding
G7248,ypdF,2505547,2506632,-,protein_coding
G7249,fryC,2506647,2507894,-,protein_coding
G7250,fryB,2507916,2508242,-,protein_coding
EG12957,glk,2508461,2509426,-,protein_coding
G7251,yfeO,2509630,2510886,+,protein_coding
G7252,ypeC,2511001,2511327,+,protein_coding
G7254,mntH,2511468,2512706,-,protein_coding
G0-17094,ypeD,2512687,2512776,-,protein_coding
EG11971,nupC,2513042,2514244,+,protein_coding
G7255,insL3,2514331,2515443,+,protein_coding
EG11145,pdeA,2515643,2517832,-,protein_coding
EG30012,alaX,2518041,2518116,-,protein_coding
EG30011,alaW,2518156,2518231,-,protein_coding
EG11431,yfeC,2518467,2518811,+,protein_coding
EG11432,yfeD,2518813,2519205,+,protein_coding
EG10407,gltX,2519257,2520672,-,protein_coding
EG30110,valU,2520931,2521006,+,protein_coding
EG30113,valX,2521051,2521126,+,protein_coding
EG30114,valY,2521173,2521248,+,protein_coding
EG30056,lysV,2521253,2521328,+,protein_coding
EG11146,xapR,2521593,2522477,-,protein_coding
EG13159,xapB,2522729,2523985,-,protein_coding
G85,xapA,2524045,2524878,-,protein_coding
G7256,yfeN,2525127,2525891,+,protein_coding
G7257,yfeR,2525930,2526856,-,protein_coding
EG12376,yfeH,2526946,2527944,+,protein_coding
G0-10462,ypeB,2527941,2528159,-,protein_coding
EG10534,ligA,2528161,2530176,-,protein_coding
G7258,zipA,2530247,2531233,-,protein_coding
EG10003,cysZ,2531463,2532224,+,protein_coding
EG10192,cysK,2532409,2533380,+,protein_coding
EG10788,ptsH,2533764,2534021,+,protein_coding
EG10789,ptsI,2534066,2535793,+,protein_coding
EG10165,crr,2535834,2536343,+,protein_coding
G7259,pdxK,2536386,2537237,-,protein_coding
G7260,yfeK,2537342,2537716,+,protein_coding
G7261,yfeS,2537749,2538483,+,protein_coding
EG10193,cysM,2538672,2539583,-,protein_coding
EG10183,cysA,2539717,2540814,-,protein_coding
EG10198,cysW,2540804,2541679,-,protein_coding
EG10197,cysU,2541679,2542512,-,protein_coding
EG10195,cysP,2542512,2543528,-,protein_coding
EG12133,ucpA,2543832,2544623,-,protein_coding
G7262,murR,2544752,2545609,-,protein_coding
G7263,murQ,2545773,2546669,+,protein_coding
G7264,murP,2546673,2548097,+,protein_coding
G7265,yfeW,2548102,2549406,+,protein_coding
G7266,yfeX,2549646,2550545,-,protein_coding
G7267,yfeY,2550641,2551216,-,protein_coding
G7268,yfeZ,2551277,2551726,-,protein_coding
G7269,ypeA,2551713,2552138,-,protein_coding
EG11823,amiA,2552352,2553221,+,protein_coding
EG12189,hemF,2553225,2554124,+,protein_coding
EG12190,eutR,2554130,2555182,-,protein_coding
G7270,eutK,2555228,2555728,-,protein_coding
G7271,eutL,2555741,2556400,-,protein_coding
EG50007,eutC,2556410,2557297,-,protein_coding
EG50006,eutB,2557318,2558679,-,protein_coding
G7272,intZ,2558858,2560066,+,protein_coding
G7273,yffL,2560257,2560898,+,protein_coding
G7274,yffM,2561368,2561613,+,protein_coding
G7275,yffN,2561625,2561993,+,protein_coding
G7276,yffO,2562111,2562527,+,protein_coding
G7277,yffP,2562524,2563117,+,protein_coding
G7278,yffQ,2563592,2563969,+,protein_coding
G7279,yffR,2563980,2564372,+,protein_coding
G7280,yffS,2564523,2565332,+,protein_coding
G7281,eutA,2565481,2566884,-,protein_coding
G7282,eutH,2566881,2568107,-,protein_coding
G7283,eutG,2568324,2569511,-,protein_coding
G7284,eutJ,2569501,2570337,-,protein_coding
G7285,eutE,2570348,2571751,-,protein_coding
G7286,eutN,2571763,2572050,-,protein_coding
G7287,eutM,2572157,2572450,-,protein_coding
G7288,eutD,2572489,2573505,-,protein_coding
G7289,eutT,2573502,2574305,-,protein_coding
G7290,eutQ,2574302,2575003,-,protein_coding
G7291,eutP,2574978,2575457,-,protein_coding
G7292,eutS,2575470,2575805,-,protein_coding
G7293,maeB,2576098,2578377,-,protein_coding
EG11797,talA,2578666,2579616,+,protein_coding
EG12100,tktB,2579636,2581639,+,protein_coding
G7295,ypfG,2581734,2582777,-,protein_coding
EG12410,nudK,2582903,2583478,-,protein_coding
EG12409,aegA,2583546,2585525,-,protein_coding
EG11460,narQ,2585731,2587431,+,protein_coding
EG10014,acrD,2587595,2590708,+,protein_coding
G0-8888,ypfM,2590807,2590866,-,protein_coding
EG11147,yffB,2591247,2591603,+,protein_coding
EG10208,dapE,2591607,2592734,+,protein_coding
G0-10463,ypfN,2592762,2592962,+,protein_coding
G7296,ypfH,2593072,2593770,-,protein_coding
G7297,tmcA,2593844,2595859,-,protein_coding
G7298,ypfJ,2595874,2596737,-,protein_coding
EG10791,purC,2596905,2597618,-,protein_coding
EG10658,bamC,2597831,2598865,-,protein_coding
EG10205,dapA,2598882,2599760,-,protein_coding
EG11149,gcvR,2599906,2600478,+,protein_coding
EG10108,bcp,2600478,2600948,+,protein_coding
EG11150,hyfA,2601201,2601818,+,protein_coding
EG11282,hyfB,2601818,2603836,+,protein_coding
G7300,hyfC,2603847,2604794,+,protein_coding
G7301,hyfD,2604811,2606250,+,protein_coding
G7302,hyfE,2606262,2606912,+,protein_coding
G7303,hyfF,2606917,2608497,+,protein_coding
G7304,hyfG,2608487,2610154,+,protein_coding
G7305,hyfH,2610164,2610709,+,protein_coding
G7306,hyfI,2610706,2611464,+,protein_coding
G7307,hyfJ,2611457,2611870,+,protein_coding
G7308,hyfR,2611900,2613912,+,protein_coding
G7309,focB,2613934,2614782,+,protein_coding
G7310,yfgO,2614820,2615881,-,protein_coding
G7311,bepA,2616094,2617557,+,protein_coding
G7312,yfgD,2617578,2617937,+,protein_coding
G7313,hda,2618075,2618776,-,protein_coding
EG12129,uraA,2618871,2620160,-,protein_coding
EG11332,upp,2620246,2620872,-,protein_coding
EG10798,purM,2621197,2622234,+,protein_coding
EG10799,purN,2622234,2622872,+,protein_coding
EG11510,ppk,2623044,2625110,+,protein_coding
EG11403,ppx,2625115,2626656,+,protein_coding
G7314,pdeF,2626695,2628938,-,protein_coding
G7315,yfgG,2629290,2629481,+,protein_coding
G7316,yfgH,2629792,2630310,+,protein_coding
G7317,yfgI,2630326,2630865,+,protein_coding
EG10420,guaA,2630958,2632535,-,protein_coding
EG10421,guaB,2632604,2634070,-,protein_coding
EG11072,xseA,2634232,2635602,+,protein_coding
G7318,yfgJ,2635599,2635814,-,protein_coding
G7319,der,2635884,2637356,-,protein_coding
G7320,bamB,2637474,2638652,-,protein_coding
G7321,yfgM,2638663,2639283,-,protein_coding
EG10453,hisS,2639301,2640575,-,protein_coding
G0-9385,sroE,2640595,2640686,-,protein_coding
EG10370,ispG,2640686,2641804,-,protein_coding
EG10015,rodZ,2641831,2642844,-,protein_coding
EG12401,rlmN,2643129,2644283,-,protein_coding
EG10650,ndk,2644433,2644864,-,protein_coding
G7322,pbpC,2645013,2647325,-,protein_coding
G7323,yfhM,2647326,2652287,-,protein_coding
EG11600,sseA,2652494,2653339,+,protein_coding
G0-17086,timR,2653356,2653455,-,protein_coding
G0-8907,C0614,2653452,2653538,-,protein_coding
G0-8908,IS128,2653515,2653723,+,protein_coding
G0-8879,ryfA,2653855,2654158,+,protein_coding
G0-17087,timP,2654001,2654126,+,protein_coding
EG11601,sseB,2654157,2654933,-,protein_coding
EG12310,pepB,2655075,2656358,-,protein_coding
EG12311,iscX,2656536,2656736,-,protein_coding
EG11328,fdx,2656748,2657083,-,protein_coding
EG12130,hscA,2657085,2658935,-,protein_coding
EG12131,hscB,2658952,2659467,-,protein_coding
EG12132,iscA,2659563,2659886,-,protein_coding
G7324,iscU,2659903,2660289,-,protein_coding
G7325,iscS,2660317,2661531,-,protein_coding
G7326,iscR,2661643,2662131,-,protein_coding
G7327,trmJ,2662583,2663323,-,protein_coding
EG10983,suhB,2663442,2664245,+,protein_coding
G7328,yfhR,2664390,2665244,+,protein_coding
G7329,csiE,2665435,2666715,+,protein_coding
G7330,hcaT,2666707,2667846,-,protein_coding
G0-10716,iroK,2668006,2668071,-,protein_coding
G7331,hcaR,2668006,2668896,-,protein_coding
M009,hcaE,2669032,2670393,+,protein_coding
M015,hcaF,2670390,2670908,+,protein_coding
G7334,hcaC,2670908,2671228,+,protein_coding
G7335,hcaB,2671225,2672037,+,protein_coding
G7336,hcaD,2672047,2673249,+,protein_coding
G7337,yphA,2673346,2673768,+,protein_coding
G7338,yphB,2673816,2674688,-,protein_coding
G7339,yphC,2674700,2675761,-,protein_coding
G7340,yphD,2675827,2676825,-,protein_coding
G7341,yphE,2676850,2678361,-,protein_coding
G7342,yphF,2678384,2679367,-,protein_coding
G7343,yphG,2679464,2682745,-,protein_coding
G7344,yphH,2682863,2684056,+,protein_coding
EG10408,glyA,2684254,2685507,-,protein_coding
EG10456,hmp,2685835,2687025,+,protein_coding
EG10384,glnB,2687070,2687408,-,protein_coding
EG11285,glrR,2687469,2688803,-,protein_coding
EG12139,qseG,2688793,2689506,-,protein_coding
G7345,glrK,2689671,2691098,-,protein_coding
G0-8910,glmY,2691157,2691340,-,protein_coding
EG10797,purL,2691656,2695543,-,protein_coding
EG11373,mltF,2695801,2697357,+,protein_coding
EG11372,tadA,2697354,2697857,-,protein_coding
EG11371,pgpC,2697915,2698550,-,protein_coding
EG12308,yfhH,2698759,2699607,+,protein_coding
G7346,yfhL,2699663,2699923,+,protein_coding
G0-10597,ryfB,2700059,2700377,-,protein_coding
G0-10634,shoB,2700117,2700197,-,protein_coding
G0-10598,ohsC,2700520,2700598,+,protein_coding
EG10247,acpS,2700618,2700998,-,protein_coding
EG10693,pdxJ,2700998,2701729,-,protein_coding
EG10832,recO,2701741,2702469,-,protein_coding
EG10270,era,2702481,2703386,-,protein_coding
EG10857,rnc,2703383,2704063,-,protein_coding
EG10530,lepB,2704335,2705309,-,protein_coding
EG10529,lepA,2705325,2707124,-,protein_coding
G7347,rseC,2707322,2707801,-,protein_coding
G7348,rseB,2707798,2708754,-,protein_coding
EG12341,rseA,2708754,2709404,-,protein_coding
EG11897,rpoE,2709437,2710012,-,protein_coding
G0-16690,rseD,2710009,2710164,-,protein_coding
EG10631,nadB,2710420,2712042,+,protein_coding
EG11538,yfiC,2712027,2712764,-,protein_coding
EG10975,srmB,2712896,2714230,+,protein_coding
EG11785,yfiE,2714439,2715320,-,protein_coding
EG12445,eamB,2715423,2716010,+,protein_coding
EG11784,grcA,2716066,2716449,-,protein_coding
EG11058,ung,2716754,2717443,+,protein_coding
EG11786,yfiF,2717491,2718528,-,protein_coding
EG11887,trxC,2718735,2719154,+,protein_coding
G7349,tapT,2719223,2719921,+,protein_coding
G7350,patZ,2719953,2722613,+,protein_coding
G0-17028,pssL,2722702,2722743,+,protein_coding
EG10781,pssA,2722727,2724082,+,protein_coding
EG12857,yfiM,2724128,2724451,+,protein_coding
EG10522,kgtP,2724448,2725746,-,protein_coding
G0-17029,yfiS,2725925,2725987,+,protein_coding
EG30075,rrfG,2726069,2726188,-,protein_coding
EG30082,rrlG,2726281,2729184,-,protein_coding
EG30035,gltW,2729369,2729444,-,protein_coding
EG30089,rrsG,2729616,2731157,-,protein_coding
EG10157,clpB,2731600,2734173,-,protein_coding
G0-10600,ryfD,2734153,2734295,-,protein_coding
EG12097,yfiH,2734303,2735034,-,protein_coding
EG12098,rluD,2735031,2736011,-,protein_coding
G7352,bamD,2736146,2736883,+,protein_coding
G7353,null,2736913,2737119,+,protein_coding
EG11151,raiA,2737154,2737495,+,protein_coding
G0-17078,raiZ,2737381,2737542,+,protein_coding
EG11271,pheL,2737599,2737646,+,protein_coding
EG10707,pheA,2737745,2738905,+,protein_coding
EG11039,tyrA,2738948,2740069,-,protein_coding
EG10078,aroF,2740080,2741150,-,protein_coding
EG12446,yfiL,2741360,2741725,+,protein_coding
G7354,yfiR,2741875,2742393,+,protein_coding
EG12880,dgcN,2742383,2743609,+,protein_coding
EG11152,yfiB,2743625,2744107,+,protein_coding
EG10880,rplS,2744183,2744530,-,protein_coding
EG11023,trmD,2744572,2745339,-,protein_coding
EG11153,rimM,2745370,2745918,-,protein_coding
EG10915,rpsP,2745937,2746185,-,protein_coding
EG10300,ffh,2746434,2747795,-,protein_coding
G7355,ypjD,2747962,2748753,+,protein_coding
EG12442,yfjD,2748774,2750060,+,protein_coding
EG10416,grpE,2750115,2750708,-,protein_coding
EG12192,nadK,2750831,2751709,+,protein_coding
EG10831,recN,2751795,2753456,+,protein_coding
EG10952,bamE,2753605,2753946,+,protein_coding
G7357,yfjF,2754008,2754298,-,protein_coding
G7358,ratA,2754288,2754764,-,protein_coding
EG11782,smpB,2754896,2755378,+,protein_coding
EG30100,ssrA,2755593,2755955,+,protein_coding
EG11783,intA,2756159,2757400,+,protein_coding
G7359,yfjH,2757644,2758600,-,protein_coding
EG12112,alpA,2758644,2758856,+,protein_coding
G7360,yfjI,2758985,2760394,+,protein_coding
G7361,yfjJ,2760547,2761173,+,protein_coding
G7362,abpB,2761351,2763540,-,protein_coding
G7363,abpA,2763537,2765153,-,protein_coding
G7364,yfjM,2765513,2765776,-,protein_coding
G7365,rnlA,2765918,2766991,+,protein_coding
G7366,rnlB,2766984,2767355,+,protein_coding
G7367,yfjP,2767710,2768573,+,protein_coding
G7368,yfjQ,2768665,2769486,+,protein_coding
G7369,yfjR,2769703,2770404,+,protein_coding
G7370,ypjK,2770445,2770681,+,protein_coding
G7371,yfjS,2770681,2771124,+,protein_coding
G7372,yfjT,2771148,2771615,+,protein_coding
G7373,yfjU,2771840,2772154,-,protein_coding
G7376,yfjV,2772167,2773182,-,protein_coding
G7377,yfjW,2773318,2775021,+,protein_coding
G0-16653,ypjI,2775545,2775816,+,protein_coding
G7378,lfgA,2775919,2776377,+,protein_coding
G7379,lfgB,2776386,2776868,+,protein_coding
G0-10464,ypjJ,2776877,2777077,+,protein_coding
G7380,yfjZ,2777115,2777432,+,protein_coding
G7381,ypjF,2777453,2777782,+,protein_coding
G0-16660,psaA,2777972,2777985,+,protein_coding
G7382,ypjA,2778146,2782726,-,protein_coding
G7383,pinH,2783065,2783304,-,protein_coding
G7384,ypjB,2783638,2784429,-,protein_coding
G7385,ypjC,2784529,2785011,-,protein_coding
G7386,b2651,2785221,2785352,+,protein_coding
G7387,ileY,2785762,2785837,-,protein_coding
G7388,null,2785800,2785973,-,protein_coding
G7389,ygaQ,2786397,2788649,+,protein_coding
G7394,glaH,2788985,2789962,+,protein_coding
EG12387,lhgD,2789982,2791250,+,protein_coding
EG11329,gabD,2791273,2792721,+,protein_coding
EG10361,gabT,2792735,2794015,+,protein_coding
EG11330,gabP,2794253,2795653,+,protein_coding
EG12386,glaR,2795674,2796336,+,protein_coding
G7395,kbp,2796337,2796786,-,protein_coding
G7396,yqaE,2796870,2797028,-,protein_coding
G7397,ygaV,2797211,2797510,+,protein_coding
G7398,ygaP,2797520,2798044,+,protein_coding
EG11554,stpA,2798091,2798495,-,protein_coding
G7399,alaE,2799164,2799613,+,protein_coding
EG12201,ygaC,2799650,2799994,-,protein_coding
G7400,ygaM,2800146,2800475,+,protein_coding
G7401,nrdH,2800723,2800968,+,protein_coding
G7402,nrdI,2800965,2801375,+,protein_coding
EG20257,nrdE,2801348,2803492,+,protein_coding
EG12381,nrdF,2803502,2804461,+,protein_coding
EG10771,proV,2804815,2806017,+,protein_coding
EG10772,proW,2806010,2807074,+,protein_coding
EG10773,proX,2807132,2808124,+,protein_coding
G7403,ygaY,2808316,2809493,+,protein_coding
G7405,ygaZ,2809617,2810354,+,protein_coding
G7406,ygaH,2810344,2810679,+,protein_coding
EG10603,mprA,2810770,2811300,+,protein_coding
EG11354,emrA,2811427,2812599,+,protein_coding
EG11439,emrB,2812616,2814154,+,protein_coding
EG12712,luxS,2814218,2814733,-,protein_coding
G0-8866,micA,2814802,2814874,+,protein_coding
EG10418,gshA,2814883,2816439,-,protein_coding
G7407,yqaA,2816512,2816940,-,protein_coding
G7408,yqaB,2816937,2817503,-,protein_coding
EG30013,argQ,2817784,2817860,-,protein_coding
EG30019,argZ,2818059,2818135,-,protein_coding
EG30018,argY,2818198,2818274,-,protein_coding
EG30015,argV,2818473,2818549,-,protein_coding
EG30095,serV,2818553,2818645,-,protein_coding
EG11447,csrA,2818961,2819146,-,protein_coding
EG10034,alaS,2819381,2822011,-,protein_coding
EG12080,recX,2822139,2822639,-,protein_coding
EG10823,recA,2822708,2823769,-,protein_coding
G7409,pncC,2823849,2824346,-,protein_coding
G7410,mltB,2824491,2825576,-,protein_coding
G8210,srlA,2825832,2826395,+,protein_coding
EG10969,srlE,2826392,2827351,+,protein_coding
EG10970,srlB,2827362,2827733,+,protein_coding
EG10971,srlD,2827737,2828516,+,protein_coding
EG10972,gutM,2828621,2828980,+,protein_coding
EG10974,srlR,2829047,2829820,+,protein_coding
EG10973,gutQ,2829813,2830778,+,protein_coding
EG12108,norR,2830775,2832289,-,protein_coding
G7413,norV,2832476,2833915,+,protein_coding
EG12450,norW,2833912,2835045,+,protein_coding
G0-8911,C0664,2835055,2835167,+,protein_coding
EG11551,hypF,2835173,2837425,-,protein_coding
EG11552,hydN,2837578,2838105,-,protein_coding
EG10087,ascG,2838254,2839264,-,protein_coding
EG10086,ascF,2839524,2840981,+,protein_coding
EG10085,ascB,2840990,2842414,+,protein_coding
G7414,hycI,2842573,2843043,-,protein_coding
EG10481,hycH,2843036,2843446,-,protein_coding
EG10480,hycG,2843443,2844210,-,protein_coding
EG10479,hycF,2844210,2844752,-,protein_coding
EG10478,hycE,2844762,2846471,-,protein_coding
EG10477,hycD,2846489,2847412,-,protein_coding
EG10476,hycC,2847415,2849241,-,protein_coding
EG10475,hycB,2849238,2849849,-,protein_coding
EG10474,hycA,2849974,2850435,-,protein_coding
EG10483,hypA,2850647,2850997,+,protein_coding
EG10484,hypB,2851001,2851873,+,protein_coding
EG10485,hypC,2851864,2852136,+,protein_coding
EG10486,hypD,2852136,2853257,+,protein_coding
EG10487,hypE,2853254,2854264,+,protein_coding
EG10301,fhlA,2854338,2856416,+,protein_coding
EG11287,ygbA,2856453,2856806,-,protein_coding
EG10625,mutS,2857093,2859654,+,protein_coding
G7415,pphB,2859760,2860416,+,protein_coding
G7416,ygbI,2860467,2861234,-,protein_coding
G7417,ygbJ,2861430,2862338,+,protein_coding
G7418,ygbK,2862335,2863501,+,protein_coding
G7419,ygbL,2863593,2864231,+,protein_coding
G7420,ygbM,2864236,2865012,+,protein_coding
G7421,ygbN,2865101,2866465,+,protein_coding
EG10510,rpoS,2866559,2867551,-,protein_coding
EG12111,nlpD,2867614,2868753,-,protein_coding
EG10689,pcm,2868893,2869519,-,protein_coding
EG11817,umpG,2869513,2870274,-,protein_coding
G7422,truD,2870255,2871304,-,protein_coding
EG11816,ispF,2871301,2871780,-,protein_coding
G7423,ispD,2871780,2872490,-,protein_coding
G7424,ftsB,2872509,2872820,-,protein_coding
EG12707,ygbE,2873014,2873337,-,protein_coding
EG10185,cysC,2873387,2873992,-,protein_coding
EG10194,cysN,2873992,2875419,-,protein_coding
EG10186,cysD,2875421,2876329,-,protein_coding
EG10488,iap,2876581,2877618,+,protein_coding
EG12845,cas2,2878569,2878853,-,protein_coding
G7425,cas1,2878855,2879772,-,protein_coding
G7426,casE,2879788,2880387,-,protein_coding
G7427,casD,2880374,2881048,-,protein_coding
G7428,casC,2881051,2882142,-,protein_coding
G7429,casB,2882155,2882637,-,protein_coding
G7430,casA,2882630,2884138,-,protein_coding
EG12634,cas3,2884553,2887219,-,protein_coding
G0-10695,sokX,2887353,2887411,+,protein_coding
EG10189,cysH,2887578,2888312,-,protein_coding
EG10190,cysI,2888387,2890099,-,protein_coding
EG10191,cysJ,2890099,2891898,-,protein_coding
G7431,queD,2892214,2892579,+,protein_coding
G7432,ygcN,2892657,2893928,+,protein_coding
G7433,ygcO,2893919,2894179,+,protein_coding
G7434,ygcP,2894196,2894771,+,protein_coding
G7435,ygcQ,2894919,2895779,-,protein_coding
G7436,ygcR,2895776,2896555,-,protein_coding
G7437,ygcS,2896533,2897870,-,protein_coding
G7439,ygcU,2897964,2899418,-,protein_coding
G7440,ygcW,2899488,2900273,-,protein_coding
EG13174,yqcE,2900592,2901869,+,protein_coding
G7442,ygcE,2901896,2903374,+,protein_coding
G7443,queE,2904747,2905418,-,protein_coding
G0-10655,yqcG,2905557,2905697,+,protein_coding
G7444,ygcG,2905711,2906583,+,protein_coding
EG10258,eno,2906643,2907941,-,protein_coding
EG10810,pyrG,2908029,2909666,-,protein_coding
EG10572,mazG,2909894,2910685,-,protein_coding
EG11249,mazF,2910756,2911091,-,protein_coding
G0-17125,ameF,2911051,2911450,+,protein_coding
EG10571,mazE,2911091,2911339,-,protein_coding
EG10835,relA,2911417,2913651,-,protein_coding
EG11247,rlmD,2913699,2915000,-,protein_coding
EG11367,barA,2915057,2917813,+,protein_coding
G7445,gudD,2918045,2919385,-,protein_coding
G7446,gudX,2919406,2920746,-,protein_coding
G7447,gudP,2920748,2922100,-,protein_coding
G7448,yqcA,2922535,2922984,-,protein_coding
G7449,truC,2923002,2923784,-,protein_coding
G7450,yqcC,2923784,2924113,-,protein_coding
G0-8785,csrB,2924156,2924524,-,protein_coding
G7451,syd,2924735,2925280,-,protein_coding
G7452,queF,2925348,2926196,+,protein_coding
EG12373,ppnN,2926308,2927672,+,protein_coding
EG12142,sdaC,2928229,2929518,+,protein_coding
EG11623,sdaB,2929576,2930943,+,protein_coding
EG12372,ygdG,2931055,2931810,+,protein_coding
EG10351,fucO,2931865,2933013,-,protein_coding
EG10348,fucA,2933041,2933688,-,protein_coding
EG10352,fucP,2934235,2935551,+,protein_coding
EG10349,fucI,2935584,2937359,+,protein_coding
EG10350,fucK,2937468,2938886,+,protein_coding
EG10355,fucU,2938888,2939310,+,protein_coding
EG10353,fucR,2939368,2940099,+,protein_coding
EG11794,rlmM,2940143,2941243,-,protein_coding
EG11793,ygdD,2941236,2941631,-,protein_coding
EG11795,gcvA,2941650,2942567,-,protein_coding
G0-8867,gcvB,2942696,2942901,+,protein_coding
G7453,ygdI,2942918,2943145,-,protein_coding
G7454,csdA,2943337,2944542,+,protein_coding
G7455,csdE,2944542,2944985,+,protein_coding
G7456,tcdA,2945036,2945842,-,protein_coding
G7457,mltA,2946081,2947178,-,protein_coding
EG30062,metZ,2947387,2947463,+,protein_coding
EG31117,metW,2947497,2947573,+,protein_coding
EG30060,metV,2947607,2947683,+,protein_coding
G7458,amiC,2947757,2949010,-,protein_coding
EG10063,argA,2949242,2950573,+,protein_coding
EG10826,recD,2950635,2952461,-,protein_coding
EG10824,recB,2952461,2956003,-,protein_coding
EG10786,ptrA,2955996,2958884,-,protein_coding
EG10825,recC,2959060,2962428,-,protein_coding
EG11154,ppdC,2962441,2962764,-,protein_coding
EG11155,ygdB,2962749,2963156,-,protein_coding
EG11156,ppdB,2963153,2963716,-,protein_coding
EG12081,ppdA,2963707,2964177,-,protein_coding
EG11002,thyA,2964361,2965155,-,protein_coding
EG12128,lgt,2965162,2966037,-,protein_coding
EG12188,ptsP,2966188,2968434,-,protein_coding
G7459,rppH,2968447,2968977,-,protein_coding
G0-10601,ygdT,2969330,2969476,-,protein_coding
EG10624,mutH,2969662,2970351,+,protein_coding
G7460,ygdQ,2970420,2971133,+,protein_coding
G7461,ygdR,2971271,2971489,+,protein_coding
G7462,tas,2971597,2972637,+,protein_coding
EG12455,lplT,2972669,2973862,-,protein_coding
EG11679,aas,2973855,2976014,-,protein_coding
G0-8868,omrA,2976102,2976189,-,protein_coding
G0-8882,omrB,2976304,2976385,-,protein_coding
EG10364,galR,2976599,2977630,+,protein_coding
EG10549,lysA,2977637,2978899,-,protein_coding
EG10551,lysR,2979021,2979956,+,protein_coding
